episode,training_seed,environment_seed,total_reward,steps,epsilon,average_loss,replay_memory_size,total_environment_steps,terminated,truncated,solved,elapsed_seconds
1,1,10000,-104.6482953518162,64,1.0,,64,64,True,False,False,0.021335500059649348
2,1,10001,-320.73823168148635,96,0.995,,160,160,True,False,False,0.037446700036525726
3,1,10002,-240.2382095841327,103,0.990025,,263,263,True,False,False,0.047694000182673335
4,1,10003,-323.3132691939388,79,0.985074875,,342,342,True,False,False,0.07294060010463
5,1,10004,-114.22348272774477,116,0.980149500625,,458,458,True,False,False,0.08590990002267063
6,1,10005,-104.94037644566208,97,0.975248753121875,,555,555,True,False,False,0.0971863002050668
7,1,10006,-120.09662011634049,104,0.9703725093562656,,659,659,True,False,False,0.10837560007348657
8,1,10007,-157.23627910617174,96,0.9655206468094842,,755,755,True,False,False,0.12389500020071864
9,1,10008,-104.8123004260105,95,0.9606930435754368,,850,850,True,False,False,0.1410764001775533
10,1,10009,-438.34401776266344,87,0.9558895783575596,,937,937,True,False,False,0.15155609999783337
11,1,10010,-200.74334574682723,69,0.9511101304657719,2.0242450748171126,1006,1006,True,False,False,0.18361740000545979
12,1,10011,-104.7284653375807,80,0.946354579813443,2.277566945552826,1086,1086,True,False,False,0.40723270014859736
13,1,10012,-163.90018123704218,112,0.9416228069143757,1.7715510843055589,1198,1198,True,False,False,0.7005563001148403
14,1,10013,-142.62924170676013,95,0.9369146928798039,1.8115133160038999,1293,1293,True,False,False,0.9067795001901686
15,1,10014,-100.77182254810677,82,0.9322301194154049,1.657242575433196,1375,1375,True,False,False,1.0636415001936257
16,1,10015,-212.86915960679858,109,0.9275689688183278,1.5464491302813959,1484,1484,True,False,False,1.4068794001359493
17,1,10016,-85.86353878777612,91,0.9229311239742362,1.5281359170164381,1575,1575,True,False,False,1.622351200086996
18,1,10017,-100.65197246768693,64,0.918316468354365,1.3608668390661478,1639,1639,True,False,False,1.7910249000415206
19,1,10018,-72.97482315318173,60,0.9137248860125932,1.2289531260728837,1699,1699,True,False,False,1.9533733001444489
20,1,10019,-329.85763274447277,135,0.9091562615825302,1.248787400457594,1834,1834,True,False,False,2.3410414000973105
21,1,10020,-487.3574315457107,95,0.9046104802746175,1.3045263922528216,1929,1929,True,False,False,2.5748204002156854
22,1,10021,-90.8624770852358,74,0.9000874278732445,1.3212524861902804,2003,2003,True,False,False,2.801816700026393
23,1,10022,-121.39050097600291,147,0.8955869907338783,1.2041347880347246,2150,2150,True,False,False,3.2370571000501513
24,1,10023,-133.4835329341281,102,0.8911090557802088,1.284834274620402,2252,2252,True,False,False,3.5019889001268893
25,1,10024,-108.66170365142592,96,0.8866535105013078,1.1870826242181163,2348,2348,True,False,False,3.7641063001938164
26,1,10025,-168.89891263477665,86,0.8822202429488012,1.0851779034317925,2434,2434,True,False,False,4.012162500061095
27,1,10026,-93.35801472017431,106,0.8778091417340572,1.2138124164545312,2540,2540,True,False,False,4.2857198000419885
28,1,10027,-56.03830677871757,67,0.873420096025387,1.0810992957940742,2607,2607,True,False,False,4.484600500203669
29,1,10028,-192.71510392796986,80,0.86905299554526,1.088165519759059,2687,2687,True,False,False,4.64417800004594
30,1,10029,-169.4686159584487,114,0.8647077305675337,1.107448578534419,2801,2801,True,False,False,4.855976200196892
31,1,10030,-62.315700102015974,58,0.8603841919146961,0.9977331372170613,2859,2859,True,False,False,4.988879800075665
32,1,10031,-109.58228378703065,93,0.8560822709551226,1.0968737201665038,2952,2952,True,False,False,5.2254944001324475
33,1,10032,-105.84605251780039,72,0.8518018596003469,1.0587593223899603,3024,3024,True,False,False,5.375837600091472
34,1,10033,-48.71511408949071,76,0.8475428503023452,1.0162801989599277,3100,3100,True,False,False,5.637592900078744
35,1,10034,-77.8991690758712,70,0.8433051360508335,1.1492473585265024,3170,3170,True,False,False,5.829601400066167
36,1,10035,-83.85076099942087,130,0.8390886103705792,1.0010773251836116,3300,3300,True,False,False,6.227063500089571
37,1,10036,-80.19268978424418,77,0.8348931673187264,1.0157756271300378,3377,3377,True,False,False,6.441778500098735
38,1,10037,-11.996745573280094,78,0.8307187014821328,1.1807880309911876,3455,3455,True,False,False,6.750294400146231
39,1,10038,-97.83160694047174,91,0.826565107974722,1.1228815287679106,3546,3546,True,False,False,7.047291500028223
40,1,10039,-67.06639815338775,73,0.8224322824348484,1.196896105596464,3619,3619,True,False,False,7.261442900169641
41,1,10040,-53.40618269760922,127,0.8183201210226743,1.0875658993645916,3746,3746,True,False,False,7.646825100062415
42,1,10041,-54.05564113948148,77,0.8142285204175609,1.0676256656259686,3823,3823,True,False,False,7.875692800153047
43,1,10042,-47.426803071381684,77,0.810157377815473,1.2054818797034104,3900,3900,True,False,False,8.029599600005895
44,1,10043,-91.00660360011373,73,0.8061065909263957,1.1446137636491698,3973,3973,True,False,False,8.207782700192183
45,1,10044,-77.29880543111965,132,0.8020760579717637,1.0999949988767956,4105,4105,True,False,False,8.600120400078595
46,1,10045,-113.18316375229996,91,0.7980656776819048,1.1183607918875558,4196,4196,True,False,False,8.833709800150245
47,1,10046,-89.72936752251553,83,0.7940753492934953,1.2850298556577728,4279,4279,True,False,False,9.084560400107875
48,1,10047,-58.68770194173553,67,0.7901049725470278,1.2797082324526203,4346,4346,True,False,False,9.311256000073627
49,1,10048,-50.47213003416581,131,0.7861544476842928,1.1732386946678162,4477,4477,True,False,False,9.687640500022098
50,1,10049,-175.955040893346,85,0.7822236754458712,1.0930746327428256,4562,4562,True,False,False,9.916231900220737
51,1,10050,-31.637619028361513,79,0.7783125570686419,1.1999531729689128,4641,4641,True,False,False,10.099301900016144
52,1,10051,-74.26207834490398,64,0.7744209942832987,1.1803257940337062,4705,4705,True,False,False,10.248110000044107
53,1,10052,-42.86704146582562,95,0.7705488893118821,1.1224915208000885,4800,4800,True,False,False,10.501720700180158
54,1,10053,-38.34697294215583,149,0.7666961448653228,1.2369590381647917,4949,4949,True,False,False,10.91349730012007
55,1,10054,-66.84008257468835,107,0.7628626641409961,1.3024728108789319,5056,5056,True,False,False,11.210779000073671
56,1,10055,-107.96271638757943,113,0.7590483508202912,1.1134112675105576,5169,5169,True,False,False,11.583441500086337
57,1,10056,-132.67852590724982,112,0.7552531090661897,1.1717823637383324,5281,5281,True,False,False,11.911874300101772
58,1,10057,-94.65811962573967,133,0.7514768435208588,1.2274496685293383,5414,5414,True,False,False,12.304660700028762
59,1,10058,-70.44650767393033,123,0.7477194593032545,1.2918950590660903,5537,5537,True,False,False,12.660712900105864
60,1,10059,-83.44171307291042,92,0.7439808620067382,1.1464505976308947,5629,5629,True,False,False,12.850281200138852
61,1,10060,-66.5444673117376,98,0.7402609576967045,1.430770256993722,5727,5727,True,False,False,13.01980850007385
62,1,10061,-49.760261003509825,66,0.736559652908221,1.3039147212649838,5793,5793,True,False,False,13.11228260002099
63,1,10062,-53.22940797407277,131,0.7328768546436799,1.1876703181112085,5924,5924,True,False,False,13.420044400030747
64,1,10063,-60.802268872399544,73,0.7292124703704614,1.2558787771283764,5997,5997,True,False,False,13.603690800024197
65,1,10064,-88.23126675240738,109,0.7255664080186092,1.2199116183803715,6106,6106,True,False,False,13.87376690004021
66,1,10065,-201.928754059761,81,0.7219385759785161,1.431054480281877,6187,6187,True,False,False,14.076519900001585
67,1,10066,-111.56418579246386,135,0.7183288830986235,1.273837661853543,6322,6322,True,False,False,14.287239200202748
68,1,10067,-61.885678600412064,144,0.7147372386831304,1.2589546588973866,6466,6466,True,False,False,14.633008000208065
69,1,10068,-95.89715043325869,95,0.7111635524897147,1.2776817953900288,6561,6561,True,False,False,14.880761400097981
70,1,10069,-67.06143140964426,118,0.7076077347272661,1.140779534133814,6679,6679,True,False,False,15.22192919999361
71,1,10070,-113.09332224583292,111,0.7040696960536298,1.2789886489107802,6790,6790,True,False,False,15.52124880021438
72,1,10071,-78.76243847807459,143,0.7005493475733616,1.2045369367082637,6933,6933,True,False,False,15.82365580019541
73,1,10072,-14.345843112833123,149,0.6970466008354949,1.3190188197881583,7082,7082,True,False,False,16.16685700020753
74,1,10073,-86.47744817894963,121,0.6935613678313174,1.234650358434551,7203,7203,True,False,False,16.449714899994433
