episode,training_seed,environment_seed,total_reward,steps,epsilon,average_loss,replay_memory_size,total_environment_steps,terminated,truncated,solved,elapsed_seconds
59,2,20058,46.7677756488654,1000,0.3098220977635573,2.222372663021088,20146,20146,False,True,False,44.10899109998718
60,2,20059,29.802938429895562,315,0.30362565580828615,2.377930952443017,20461,20461,True,False,False,44.80384079995565
61,2,20060,-82.05286978541176,701,0.2975531426921204,2.2455187880363683,21162,21162,True,False,False,46.463968199910596
62,2,20061,33.87466079881103,1000,0.291602079838278,2.222565495967865,22162,22162,False,True,False,48.825938699999824
63,2,20062,49.4987933150899,1000,0.2857700382415124,2.242054068207741,23162,23162,False,True,False,51.181118800072
64,2,20063,-19.13791713335441,1000,0.2800546374766822,2.149654231071472,24162,24162,False,True,False,53.43135809991509
65,2,20064,-1.5005332618362253,1000,0.2744535447271485,2.1474093478918075,25162,25162,False,True,False,55.64392809988931
66,2,20065,62.17790595009345,1000,0.2689644738326056,2.1302128177285193,26162,26162,False,True,False,57.80743269994855
67,2,20066,211.64569592359405,861,0.26358518435595346,2.144827215340633,27023,27023,True,False,True,59.65475840005092
68,2,20067,51.52312356095106,1000,0.25831348066883436,2.107535893082619,28023,28023,False,True,False,61.98093119985424
69,2,20068,-12.782707516639881,1000,0.2531472110554577,2.0684171897172927,29023,29023,False,True,False,64.18495319993235
70,2,20069,5.054692637096547,1000,0.2480842668343485,2.037195496082306,30023,30023,False,True,False,66.44196269987151
71,2,20070,-155.79931534445421,513,0.24312258149766153,1.962271159155327,30536,30536,True,False,False,67.54625790007412
72,2,20071,-147.53879583976382,540,0.2382601298677083,1.8702856111305732,31076,31076,True,False,False,68.84058040007949
73,2,20072,-40.92516722955096,1000,0.23349492727035415,1.9386153952479364,32076,32076,False,True,False,71.22313300007954
74,2,20073,-217.96419207877526,905,0.22882502872494703,1.8231763796911713,32981,32981,True,False,False,73.28285710001364
75,2,20074,-96.62115683386061,1000,0.2242485281504481,1.8428435759246349,33981,33981,False,True,False,75.63402140000835
76,2,20075,-30.033116968067066,1000,0.21976355758743912,1.8061972703635694,34981,34981,False,True,False,77.95705309999175
77,2,20076,-46.61518956855426,1000,0.21536828643569034,1.7694549583494663,35981,35981,False,True,False,80.30443919985555
78,2,20077,-5.394143530521052,1000,0.21106092070697655,1.743229987412691,36981,36981,False,True,False,82.54792729998007
79,2,20078,71.78237567782837,1000,0.206839702292837,1.715322779893875,37981,37981,False,True,False,84.79743469995447
80,2,20079,20.1739384600834,1000,0.20270290824698026,1.7684945713281632,38981,38981,False,True,False,87.11932489997707
81,2,20080,12.61382027366114,1000,0.19864885008204064,1.7795752525627613,39981,39981,False,True,False,89.47020810004324
82,2,20081,-17.27725198973523,1000,0.19467587308039982,1.7996648499667645,40981,40981,False,True,False,91.77110560005531
83,2,20082,-66.80073313364909,1000,0.19078235561879184,1.7172283542752267,41981,41981,False,True,False,94.07424820004962
84,2,20083,-0.4102543658788316,1000,0.186966708506416,1.6819927484691144,42981,42981,False,True,False,96.51092009991407
85,2,20084,-53.67904415886917,1000,0.18322737433628766,1.6295624051988125,43981,43981,False,True,False,98.69078000006266
86,2,20085,30.494291822730727,1000,0.1795628268495619,1.574494024157524,44981,44981,False,True,False,101.0545729000587
87,2,20086,-15.115784458827553,1000,0.17597157031257069,1.5684310285151004,45981,45981,False,True,False,103.4789106999524
88,2,20087,-49.1520032304148,1000,0.17245213890631925,1.5951152509748936,46981,46981,False,True,False,105.84242590004578
89,2,20088,5.037868672296022,1000,0.16900309612819286,1.565483718305826,47981,47981,False,True,False,108.33025810006075
90,2,20089,172.5227191275299,820,0.16562303420562902,1.5656712934738253,48801,48801,True,False,False,110.25593789992854
91,2,20090,8.738336989191112,1000,0.16231057352151643,1.4611567165851593,49801,49801,False,True,False,112.65645399992354
92,2,20091,27.605607974109816,1000,0.1590643620510861,1.5212714225053787,50000,50801,False,True,False,114.92265149997547
93,2,20092,4.283256164768649,1000,0.15588307481006436,1.2987059423029423,50000,51801,False,True,False,117.27303899987601
94,2,20093,100.474925823207,961,0.1527654133138631,1.2342507572501558,50000,52762,True,False,False,119.4652378000319
95,2,20094,194.0376161577908,661,0.1497101050475858,1.2060097147134357,50000,53423,True,False,False,120.92025099997409
96,2,20095,166.5824032699573,823,0.14671590294663409,1.132667173917789,50000,54246,True,False,False,122.85863370005973
97,2,20096,263.7627845472727,418,0.1437815848877014,1.1296666977508216,50000,54664,True,False,True,123.84165289998055
98,2,20097,227.54041697811311,479,0.1409059531899474,1.1505035909829906,50000,55143,True,False,True,124.88886220008135
99,2,20098,118.70579355150103,1000,0.13808783412614842,1.0855275883078574,50000,56143,False,True,False,127.28890949999914
100,2,20099,248.0573546351457,616,0.13532607744362546,1.025371358500092,50000,56759,True,False,True,128.7437634000089
101,2,20100,233.78337198889065,514,0.13261955589475294,1.0519982916429813,50000,57273,True,False,True,129.94067939999513
102,2,20101,42.64320345445155,1000,0.12996716477685788,1.000583815574646,50000,58273,False,True,False,132.25338919996284
103,2,20102,142.76609878441047,960,0.12736782148132073,0.9583739244068662,50000,59233,True,False,False,134.55727689992636
104,2,20103,110.1366058365891,1000,0.12482046505169431,0.9772613019794225,50000,60233,False,True,False,137.0242639000062
105,2,20104,-99.55519749178818,1000,0.12232405575066042,0.9497481694966554,50000,61233,False,True,False,139.53264570003375
106,2,20105,152.6793869115188,741,0.11987757463564722,0.908698132887543,50000,61974,True,False,False,141.3084954000078
107,2,20106,43.336519281560825,1000,0.11748002314293426,0.9047685650587082,50000,62974,False,True,False,143.72217529988848
108,2,20107,-7.724129369650302,1000,0.11513042268007558,0.9048134249895811,50000,63974,False,True,False,146.00772150000557
109,2,20108,180.17563925120353,855,0.11282781422647406,0.9004201580557907,50000,64829,True,False,False,147.97870299988426
110,2,20109,232.51729770532384,538,0.11057125794194458,0.8588130806735457,50000,65367,True,False,True,149.33921279991046
111,2,20110,47.79484236140606,1000,0.10835983278310568,0.8400712894946337,50000,66367,False,True,False,151.717804600019
112,2,20111,110.71760962152769,1000,0.10619263612744358,0.7283780923634767,50000,67367,False,True,False,153.98353450000286
113,2,20112,-56.209933751904366,1000,0.1040687834048947,0.7531462003439665,50000,68367,False,True,False,156.25672389985994
114,2,20113,35.94471200287681,1000,0.1019874077367968,0.6849008855521679,50000,69367,False,True,False,158.6593484999612
115,2,20114,-48.33800546295309,1000,0.09994765958206087,0.6673234664648772,50000,70367,False,True,False,161.00611479999498
116,2,20115,198.6219970150561,510,0.09794870639041964,0.6628781457449876,50000,70877,True,False,False,162.15343279996887
117,2,20116,192.72678143922263,579,0.09598973226261125,0.671130594039828,50000,71456,True,False,False,163.47005919995718
118,2,20117,7.1986165288566415,1000,0.09406993761735902,0.6473436471521854,50000,72456,False,True,False,165.72271059988998
119,2,20118,-25.80990217941961,1000,0.09218853886501184,0.6332703760266304,50000,73456,False,True,False,168.035821700003
120,2,20119,214.61956126388407,653,0.09034476808771161,0.6148336175800647,50000,74109,True,False,True,169.4614750999026
121,2,20120,206.8658240499984,388,0.08853787272595737,0.6086381209111705,50000,74497,True,False,True,170.4319410000462
122,2,20121,226.67034570472632,460,0.08676711527143822,0.5935483643218227,50000,74957,True,False,True,171.50514120003209
123,2,20122,20.61086142554995,1000,0.08503177296600946,0.5735454850271344,50000,75957,False,True,False,173.89841730007902
124,2,20123,288.7306893792575,371,0.08333113750668926,0.5952843493528444,50000,76328,True,False,True,174.77529969997704
125,2,20124,167.7578226525149,630,0.08166451475655548,0.5550715269077392,50000,76958,True,False,False,176.26762399985455
126,2,20125,199.58014179061632,311,0.08003122446142437,0.6204904418474608,50000,77269,True,False,False,176.95193789992481
127,2,20126,54.393550605242666,1000,0.07843059997219588,0.561778066009283,50000,78269,False,True,False,179.35586549993604
128,2,20127,283.1623425998123,441,0.07686198797275196,0.5651380564012225,50000,78710,True,False,True,180.42831979994662
129,2,20128,248.98443569662325,382,0.07532474821329692,0.5502959980936575,50000,79092,True,False,True,181.37321999995038
130,2,20129,289.8034703345848,293,0.07381825324903098,0.5458038341470139,50000,79385,True,False,True,182.05129799991846
131,2,20130,278.29416814858865,210,0.07234188818405035,0.5806063736478487,50000,79595,True,False,True,182.58761049993336
132,2,20131,213.5274821784259,819,0.07089505042036935,0.5657764175072112,50000,80414,True,False,True,184.6115808999166
133,2,20132,225.87097734865847,369,0.06947714941196197,0.5186957237197132,50000,80783,True,False,True,185.51574780000374
134,2,20133,209.47014573426765,265,0.06808760642372272,0.5582407458773199,50000,81048,True,False,True,186.17333170003258
135,2,20134,278.0427078315182,297,0.06672585429524826,0.5593375020757668,50000,81345,True,False,True,186.91364919999614
136,2,20135,144.34892874659386,1000,0.0653913372093433,0.5633248326256871,50000,82345,False,True,False,189.4984293000307
137,2,20136,-0.5049735354890004,168,0.06408351046515644,0.59398797309647,50000,82513,True,False,False,189.86649270006455
138,2,20137,266.8597177877384,561,0.0628018402558533,0.6053261207864884,50000,83074,True,False,True,191.22444489994086
139,2,20138,220.49832948781716,231,0.061545803450736236,0.5683288010425898,50000,83305,True,False,True,191.85764129995368
140,2,20139,273.8273187802566,241,0.060314887381721506,0.5803510860165125,50000,83546,True,False,True,192.39113599993289
141,2,20140,257.22137005546955,279,0.05910858963408708,0.590374321600015,50000,83825,True,False,True,193.06009759986773
142,2,20141,228.098742620092,221,0.057926417841405335,0.5993370138681852,50000,84046,True,False,True,193.56784849986434
143,2,20142,189.37950360093112,279,0.05676788948457723,0.562738454630298,50000,84325,True,False,False,194.26919430005364
144,2,20143,252.33369079691153,301,0.05563253169488568,0.5655456443017107,50000,84626,True,False,True,194.99241250008345
145,2,20144,202.77815749994167,346,0.054519881060987964,0.571920041748554,50000,84972,True,False,True,195.81984889996238
146,2,20145,260.3265841709738,302,0.05342948343976821,0.6417972871305927,50000,85274,True,False,True,196.5370862998534
147,2,20146,210.70273924339241,497,0.05236089377097284,0.6031160443511527,50000,85771,True,False,True,197.73008339991793
148,2,20147,194.1687424204119,417,0.051313675895553384,0.6170481936537104,50000,86188,True,False,False,198.76710599986836
149,2,20148,298.4239393811738,291,0.050287402377642315,0.6611279170844973,50000,86479,True,False,True,199.45078339986503
150,2,20149,271.64109354091653,242,0.05,0.6033537410630667,50000,86721,True,False,True,200.03965219995007
151,2,20150,242.27979479633436,406,0.05,0.6221750184820203,50000,87127,True,False,True,200.94691820000298
152,2,20151,-74.19311002338885,349,0.05,0.5994657520364896,50000,87476,True,False,False,201.78521059988998
153,2,20152,-23.757263198163912,108,0.05,0.5617584911071591,50000,87584,True,False,False,202.01063010003418
154,2,20153,295.209916742316,259,0.05,0.6128605136712546,50000,87843,True,False,True,202.58178850007243
155,2,20154,241.12725370261768,310,0.05,0.5960622985516825,50000,88153,True,False,True,203.341802299954
156,2,20155,-20.058168703950585,279,0.05,0.6037493258928313,50000,88432,True,False,False,203.9923592999112
157,2,20156,254.5504379689101,445,0.05,0.5870869626322489,50000,88877,True,False,True,205.04137540003285
158,2,20157,207.55257937494784,458,0.05,0.5924692062669186,50000,89335,True,False,True,206.10879629990086
159,2,20158,256.59288653206056,612,0.05,0.5968131352264702,50000,89947,True,False,True,207.56195829994977
160,2,20159,289.9878518083768,298,0.05,0.5880754364266891,50000,90245,True,False,True,208.25615109992214
161,2,20160,259.20886112172013,247,0.05,0.6072035302457056,50000,90492,True,False,True,208.8519603998866
162,2,20161,277.9494665086014,261,0.05,0.6145173555018801,50000,90753,True,False,True,209.47268939996138
163,2,20162,260.4448562209057,294,0.05,0.5971696609694536,50000,91047,True,False,True,210.20422439998947
164,2,20163,228.30117379101142,328,0.05,0.6009744252418963,50000,91375,True,False,True,211.00299740000628
165,2,20164,270.7426574984654,284,0.05,0.6228125745719167,50000,91659,True,False,True,211.70989449997433
166,2,20165,263.97294565502773,293,0.05,0.5996690991592082,50000,91952,True,False,True,212.48362870002165
167,2,20166,264.59088931075064,364,0.05,0.5466300084941335,50000,92316,True,False,True,213.31070939986967
168,2,20167,286.67248212256584,261,0.05,0.6592624981912617,50000,92577,True,False,True,213.97827119985595
169,2,20168,220.57291806830074,480,0.05,0.6079280765727162,50000,93057,True,False,True,215.06670639989898
170,2,20169,204.85040271025184,442,0.05,0.6172928828998928,50000,93499,True,False,True,216.00897819991224
171,2,20170,262.2004816939131,384,0.05,0.6195161701956143,50000,93883,True,False,True,216.91509289992973
172,2,20171,222.6820945775058,440,0.05,0.6329067253423009,50000,94323,True,False,True,217.90085209999233
173,2,20172,249.27148361315724,399,0.05,0.616916851012181,50000,94722,True,False,True,218.86815349990502
174,2,20173,280.76530979487353,406,0.05,0.6107184459716816,50000,95128,True,False,True,219.76422940008342
175,2,20174,-8.104434595926328,1000,0.05,0.6671102583408356,50000,96128,False,True,False,222.0628166999668
176,2,20175,-26.25581429895073,1000,0.05,0.6426246431320906,50000,97128,False,True,False,224.36515249987133
177,2,20176,4.510662702378916,1000,0.05,0.6343217429295183,50000,98128,False,True,False,226.78346629999578
178,2,20177,231.69964927531942,365,0.05,0.6241814579865704,50000,98493,True,False,True,227.65273560001515
179,2,20178,218.03512034190717,336,0.05,0.6112790516843754,50000,98829,True,False,True,228.4376520998776
180,2,20179,256.310891992258,369,0.05,0.5922153227859073,50000,99198,True,False,True,229.2819240000099
181,2,20180,263.53921321821804,511,0.05,0.6357570285024942,50000,99709,True,False,True,230.4176224998664
182,2,20181,172.53685906726017,678,0.05,0.5746548451197534,50000,100387,True,False,False,231.9304404000286
183,2,20182,12.516867215804215,1000,0.05,0.5875174758955837,50000,101387,False,True,False,234.17629710002802
184,2,20183,10.818321475973617,1000,0.05,0.6153592110127211,50000,102387,False,True,False,236.5557559998706
185,2,20184,300.918190618298,277,0.05,0.6308122968254106,50000,102664,True,False,True,237.18412579991855
186,2,20185,267.941932601133,309,0.05,0.561935628043988,50000,102973,True,False,True,237.92828839994036
187,2,20186,288.59361130453635,304,0.05,0.5955609927983269,50000,103277,True,False,True,238.61045540007763
188,2,20187,232.9122986059373,302,0.05,0.5950144178770631,50000,103579,True,False,True,239.3337113999296
189,2,20188,225.16791794344368,448,0.05,0.6112234825268388,50000,104027,True,False,True,240.41020460007712
190,2,20189,240.1833805941577,319,0.05,0.5420375266418935,50000,104346,True,False,True,241.13742889999412
191,2,20190,279.57611438949107,298,0.05,0.5471212018856266,50000,104644,True,False,True,241.85465719993226
192,2,20191,236.86755729767958,474,0.05,0.6067162824456702,50000,105118,True,False,True,243.02647070004605
193,2,20192,241.99461887919432,324,0.05,0.5789451081259751,50000,105442,True,False,True,243.81645869999193
194,2,20193,147.41136092900246,803,0.05,0.5410120506605057,50000,106245,True,False,False,245.67894720006734
195,2,20194,271.49193463360143,467,0.05,0.5592488148100115,50000,106712,True,False,True,246.8188515000511
196,2,20195,275.43570963652064,298,0.05,0.5909761983976268,50000,107010,True,False,True,247.51710629998706
197,2,20196,267.4343075364784,377,0.05,0.5220590302577386,50000,107387,True,False,True,248.43523030006327
198,2,20197,283.0238379716293,343,0.05,0.595839148772875,50000,107730,True,False,True,249.3122304000426
199,2,20198,283.7751510417485,282,0.05,0.4928898674746354,50000,108012,True,False,True,249.9462975000497
200,2,20199,244.65037831941908,322,0.05,0.5632060366387693,50000,108334,True,False,True,250.72002750006504
201,2,20200,261.83206115661824,330,0.05,0.5280493428761309,50000,108664,True,False,True,251.4839467999991
202,2,20201,235.277570906433,282,0.05,0.5750295470422464,50000,108946,True,False,True,252.15293430001475
203,2,20202,280.2391345973391,603,0.05,0.5654347425397751,50000,109549,True,False,True,253.55559989996254
204,2,20203,275.2079990522734,345,0.05,0.513567281741163,50000,109894,True,False,True,254.34972850000486
205,2,20204,300.9371855387103,435,0.05,0.5284842593573976,50000,110329,True,False,True,255.3165456999559
206,2,20205,266.0733530643491,334,0.05,0.6103603050648095,50000,110663,True,False,True,256.159563299967
207,2,20206,216.15079593354525,488,0.05,0.5427265555643644,50000,111151,True,False,True,257.25531769986264
208,2,20207,255.56705181736984,540,0.05,0.5299283152377164,50000,111691,True,False,True,258.5742367999628
209,2,20208,236.20957552221887,279,0.05,0.6089520164928983,50000,111970,True,False,True,259.21814160002396
210,2,20209,245.7839256017134,329,0.05,0.575361507868332,50000,112299,True,False,True,260.04487099987455
211,2,20210,300.1583639755795,463,0.05,0.5827296486780144,50000,112762,True,False,True,261.2450260000769
212,2,20211,242.81716778635143,280,0.05,0.5533691823216421,50000,113042,True,False,True,261.94418299989775
213,2,20212,233.35277327840953,297,0.05,0.506904583085667,50000,113339,True,False,True,262.5769933999982
214,2,20213,256.86199107965876,301,0.05,0.5323179025586657,50000,113640,True,False,True,263.3091708999127
215,2,20214,246.75111439526887,254,0.05,0.5367431339668477,50000,113894,True,False,True,263.9545450999867
216,2,20215,267.93625456762123,281,0.05,0.5642256783686075,50000,114175,True,False,True,264.6380691998638
217,2,20216,269.0291141698507,384,0.05,0.5375867241527885,50000,114559,True,False,True,265.5387229998596
218,2,20217,262.8298440367215,251,0.05,0.5616988356251166,50000,114810,True,False,True,266.1268879000563
219,2,20218,271.4869443260967,311,0.05,0.5559296236400436,50000,115121,True,False,True,266.8847274999134
220,2,20219,277.0591709289669,447,0.05,0.5351585336362888,50000,115568,True,False,True,267.99577879998833
221,2,20220,261.80872844156227,274,0.05,0.5774082652408711,50000,115842,True,False,True,268.66217370005324
222,2,20221,242.43083879376272,320,0.05,0.5311384704196825,50000,116162,True,False,True,269.4085853998549
223,2,20222,286.1408901003549,286,0.05,0.5679008656708927,50000,116448,True,False,True,270.0988874998875
224,2,20223,246.66198209325663,347,0.05,0.570895663835645,50000,116795,True,False,True,270.9064525999129
225,2,20224,256.9159805052453,313,0.05,0.5652564488851224,50000,117108,True,False,True,271.6368213999085
226,2,20225,161.86513263028615,523,0.05,0.543251091902844,50000,117631,True,False,False,272.9553159000352
227,2,20226,268.02955586727217,219,0.05,0.5596761323817788,50000,117850,True,False,True,273.51911220001057
228,2,20227,42.44209615764166,276,0.05,0.5423464994553638,50000,118126,True,False,False,274.1239380000625
229,2,20228,242.76551895907252,315,0.05,0.5263330356942283,50000,118441,True,False,True,274.84949310007505
230,2,20229,283.5018116077382,257,0.05,0.5374672655233613,50000,118698,True,False,True,275.47141760005616
231,2,20230,273.531902161186,440,0.05,0.5610821509564464,50000,119138,True,False,True,276.47182899992913
232,2,20231,243.78221113321234,931,0.05,0.5507373309881295,50000,120069,True,False,True,278.71474500000477
233,2,20232,280.6329610483923,282,0.05,0.6144118398058076,50000,120351,True,False,True,279.4083153998945
234,2,20233,258.1792781115362,823,0.05,0.5954390711231409,50000,121174,True,False,True,281.4063776000403
235,2,20234,289.72697881197917,329,0.05,0.5959869248164099,50000,121503,True,False,True,282.2434409998823
236,2,20235,293.3972767664327,248,0.05,0.5790621292807402,50000,121751,True,False,True,282.8232217000332
237,2,20236,259.6166609910365,443,0.05,0.5996238289749919,50000,122194,True,False,True,283.8662485999521
238,2,20237,-33.30317269658974,345,0.05,0.589508483029794,50000,122539,True,False,False,284.654727099929
239,2,20238,277.0125285727074,282,0.05,0.6307914039344652,50000,122821,True,False,True,285.3632425998803
240,2,20239,289.2653128516803,253,0.05,0.5664096889877508,50000,123074,True,False,True,286.016251699999
241,2,20240,258.4791010491933,368,0.05,0.6242462001214533,50000,123442,True,False,True,286.8449673000723
242,2,20241,278.4794325307878,309,0.05,0.6147756313838812,50000,123751,True,False,True,287.5829453000333
243,2,20242,267.33015797119117,220,0.05,0.5991917649791999,50000,123971,True,False,True,288.10338980006054
244,2,20243,289.25550508933514,532,0.05,0.6088618005492857,50000,124503,True,False,True,289.4720546999015
245,2,20244,279.95819663796965,275,0.05,0.564944006204605,50000,124778,True,False,True,290.1364774000831
246,2,20245,277.8014064419475,391,0.05,0.6064351994706236,50000,125169,True,False,True,291.04628159990534
247,2,20246,-63.04581926107589,1000,0.05,0.6182118518166244,50000,126169,False,True,False,293.26602609991096
248,2,20247,237.2567016066253,293,0.05,0.6172567749389609,50000,126462,True,False,True,293.9178935000673
249,2,20248,279.1773183744231,723,0.05,0.6182310250001659,50000,127185,True,False,True,295.6006636999082
250,2,20249,282.2660769957944,511,0.05,0.6160151068770022,50000,127696,True,False,True,296.8927333999891
251,2,20250,299.11421849546934,229,0.05,0.5953364372578771,50000,127925,True,False,True,297.4331817999482
252,2,20251,292.38422116698894,329,0.05,0.6789344588583364,50000,128254,True,False,True,298.20690279989503
253,2,20252,272.32285235788555,342,0.05,0.6747457748224512,50000,128596,True,False,True,298.98815739993006
254,2,20253,239.67582234394797,580,0.05,0.6134816279185229,50000,129176,True,False,True,300.40731059992686
255,2,20254,250.95695476200004,272,0.05,0.6287535472553881,50000,129448,True,False,True,300.99908039998263
256,2,20255,277.13698286618325,279,0.05,0.5222111345405647,50000,129727,True,False,True,301.67189270001836
257,2,20256,273.56470372854574,254,0.05,0.57490514872933,50000,129981,True,False,True,302.2736353999935
258,2,20257,229.29848208046286,410,0.05,0.62181585389303,50000,130391,True,False,True,303.3460696998518
259,2,20258,289.9347075744107,248,0.05,0.552293622145249,50000,130639,True,False,True,303.9165459999349
260,2,20259,240.5184848799007,331,0.05,0.5447633255531961,50000,130970,True,False,True,304.6782773998566
261,2,20260,234.61528122157983,351,0.05,0.5640657484701216,50000,131321,True,False,True,305.50293529988267
